#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
501,Nevada,College,"$3,623.45",$0.00,$111.00,1/2/00,Corporate Auto,SUV,"$1,171.93"
502,Arizona,College,"$7,582.11","$64,801.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$268.47
503,Oregon,College,"$8,277.75","$45,257.00",$103.00,1/0/00,Corporate Auto,Two-Door Car,$494.40
504,California,High School or Below,"$2,576.46","$26,854.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$475.20
505,Oregon,College,"$8,205.39","$85,840.00",$102.00,1/2/00,Corporate Auto,SUV,$138.72
506,Oregon,Doctor,"$19,582.47","$26,463.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$345.60
507,Nevada,Bachelor,"$6,481.53","$30,689.00",$81.00,1/0/00,Personal Auto,Four-Door Car,$467.25
508,Oregon,High School or Below,"$2,599.31","$29,590.00",$66.00,1/0/00,Corporate Auto,Two-Door Car,$467.50
509,Oregon,College,"$9,830.34","$25,965.00",$253.00,1/0/00,Personal Auto,Luxury SUV,"$1,214.40"
510,Oregon,Bachelor,"$10,442.65","$17,269.00",$139.00,1/0/00,Personal Auto,SUV,$667.20
511,Oregon,College,"$36,057.54","$90,330.00",$137.00,1/3/00,Corporate Auto,Sports Car,$192.09
512,California,High School or Below,"$8,470.04",$0.00,$113.00,1/0/00,Corporate Auto,SUV,$619.97
513,California,High School or Below,"$8,278.79",$0.00,$110.00,1/0/00,Personal Auto,Four-Door Car,"$1,002.78"
514,California,High School or Below,"$4,788.93",$0.00,$67.00,1/1/00,Personal Auto,Two-Door Car,$321.60
515,Arizona,Bachelor,"$3,088.00","$18,558.00",$80.00,1/0/00,Special Auto,Four-Door Car,$384.00
516,Arizona,Bachelor,"$4,443.74","$46,384.00",$113.00,1/0/00,Corporate Auto,Four-Door Car,$251.77
517,Oregon,High School or Below,"$7,984.09",$0.00,$72.00,1/0/00,Personal Auto,Two-Door Car,$866.21
518,Oregon,College,"$7,180.97","$42,303.00",$180.00,1/0/00,Personal Auto,Luxury SUV,"$1,210.92"
519,California,Bachelor,"$15,656.03","$71,731.00",$130.00,1/0/00,Corporate Auto,SUV,$599.65
520,Oregon,High School or Below,"$5,780.18","$51,066.00",$74.00,1/0/00,Corporate Auto,Four-Door Car,$787.99
521,California,College,"$20,714.94",$0.00,$203.00,1/0/00,Corporate Auto,Luxury Car,"$2,027.72"
522,Nevada,Bachelor,"$5,337.35",$0.00,$86.00,1/3/00,Personal Auto,Four-Door Car,$619.20
523,Arizona,College,"$5,050.83",$0.00,$69.00,1/0/00,Personal Auto,Two-Door Car,$72.85
524,Arizona,High School or Below,"$5,116.62","$26,173.00",$68.00,1/1/00,Corporate Auto,Four-Door Car,$449.82
525,Oregon,Bachelor,"$7,268.74","$24,445.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$302.40
526,Oregon,College,"$2,616.61","$72,302.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$316.80
527,Oregon,High School or Below,"$3,738.44","$27,208.00",$102.00,1/0/00,Personal Auto,SUV,$489.60
528,California,Master,"$2,725.36","$36,650.00",$69.00,1/1/00,Special Auto,Four-Door Car,$56.60
529,Arizona,College,"$5,453.86","$30,855.00",$68.00,1/0/00,Corporate Auto,Four-Door Car,$259.06
530,Arizona,Bachelor,"$6,846.15",$0.00,$95.00,1/0/00,Personal Auto,Two-Door Car,$456.00
531,Oregon,Master,"$6,172.91","$99,960.00",$76.00,1/0/00,Corporate Auto,Four-Door Car,$364.80
532,Arizona,Bachelor,"$10,346.32",$0.00,$98.00,1/0/00,Personal Auto,Four-Door Car,$470.40
533,Nevada,Bachelor,"$6,997.01","$55,873.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$299.36
534,Arizona,High School or Below,"$4,196.26","$18,052.00",$111.00,1/0/00,Personal Auto,Four-Door Car,$699.17
535,Oregon,High School or Below,"$7,858.11","$28,937.00",$104.00,1/2/00,Personal Auto,SUV,$117.96
536,Oregon,High School or Below,"$6,064.34",$0.00,$86.00,1/0/00,Personal Auto,Four-Door Car,$545.24
537,California,College,"$17,497.52",$0.00,$73.00,1/0/00,Personal Auto,Two-Door Car,$350.40
538,Oregon,Doctor,"$8,970.65","$12,829.00",$118.00,1/0/00,Personal Auto,SUV,$328.23
539,Oregon,Master,"$5,923.12","$92,163.00",$73.00,1/0/00,Personal Auto,Two-Door Car,$66.57
540,Oregon,High School or Below,"$35,850.60","$17,588.00",$192.00,1/0/00,Personal Auto,Luxury Car,"$1,382.40"
541,Washington,Bachelor,"$8,709.85","$41,546.00",$111.00,1/0/00,Corporate Auto,Four-Door Car,$121.31
542,Arizona,College,"$13,309.34",$0.00,$127.00,1/0/00,Personal Auto,SUV,$609.60
543,California,High School or Below,"$4,528.50","$70,340.00",$113.00,1/0/00,Special Auto,Four-Door Car,$542.40
544,Oregon,High School or Below,"$2,791.91",$0.00,$74.00,1/0/00,Personal Auto,Four-Door Car,$532.80
545,Washington,High School or Below,"$4,434.41","$34,549.00",$111.00,1/0/00,Personal Auto,Four-Door Car,$125.93
546,Arizona,College,"$7,996.01","$93,459.00",$99.00,1/0/00,Personal Auto,Four-Door Car,$655.41
547,Arizona,Bachelor,"$5,129.74","$86,148.00",$65.00,1/2/00,Personal Auto,Four-Door Car,$312.00
548,California,Bachelor,"$5,697.18","$27,048.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$345.60
549,Oregon,College,"$9,217.13","$73,259.00",$115.00,1/0/00,Personal Auto,SUV,$673.34
550,Oregon,College,"$10,208.93","$35,482.00",$129.00,1/0/00,Corporate Auto,SUV,$619.20
551,Oregon,Master,"$4,170.69","$29,462.00",$107.00,1/1/00,Personal Auto,SUV,$513.60
552,Oregon,College,"$4,505.41","$67,801.00",$115.00,1/1/00,Personal Auto,SUV,$23.81
553,California,High School or Below,"$3,107.57",$0.00,$94.00,1/4/00,Personal Auto,Two-Door Car,$451.20
554,Arizona,High School or Below,"$5,528.67","$16,042.00",$73.00,1/0/00,Personal Auto,Two-Door Car,$350.40
555,California,High School or Below,"$5,045.87","$28,056.00",$64.00,1/1/00,Personal Auto,Four-Door Car,$307.20
556,California,High School or Below,"$2,962.72","$16,495.00",$85.00,1/3/00,Corporate Auto,Four-Door Car,$408.00
557,California,Master,"$8,665.96","$41,163.00",$108.00,1/0/00,Corporate Auto,SUV,$231.92
558,Arizona,College,"$11,413.44",$0.00,$161.00,1/1/00,Personal Auto,Sports Car,$772.80
559,California,Bachelor,"$15,488.43","$33,799.00",$109.00,1/3/00,Corporate Auto,SUV,$664.98
560,Washington,College,"$8,861.15","$90,125.00",$110.00,1/0/00,Corporate Auto,SUV,$128.65
561,Oregon,Bachelor,"$5,934.74","$87,747.00",$147.00,1/1/00,Personal Auto,SUV,$46.49
562,Nevada,College,"$3,543.23","$35,695.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$432.00
563,California,Master,"$3,490.03","$90,985.00",$87.00,1/0/00,Personal Auto,Four-Door Car,$78.09
564,California,College,"$3,683.10",$0.00,$101.00,1/0/00,Corporate Auto,Sports Car,$564.47
565,California,College,"$5,989.77","$66,839.00",$154.00,1/0/00,Personal Auto,Sports Car,$739.20
566,California,High School or Below,"$12,500.84",$0.00,$165.00,1/0/00,Personal Auto,SUV,$792.00
567,Oregon,Bachelor,"$8,609.16","$79,090.00",$107.00,1/0/00,Corporate Auto,SUV,$289.04
568,Oregon,Bachelor,"$2,497.46","$24,825.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$155.94
569,California,College,"$7,019.18","$26,806.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$302.40
570,Oregon,College,"$5,387.93","$56,835.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$326.55
571,Oregon,Bachelor,"$6,165.56",$0.00,$88.00,1/0/00,Special Auto,Two-Door Car,$653.66
572,California,Bachelor,"$2,730.20","$46,135.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$103.94
573,Arizona,Bachelor,"$5,162.12",$0.00,$73.00,1/0/00,Personal Auto,Four-Door Car,$809.53
574,Oregon,High School or Below,"$7,937.06","$22,862.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$321.60
575,Oregon,High School or Below,"$8,608.16","$21,450.00",$110.00,1/2/00,Personal Auto,Sports Car,$528.00
576,Oregon,Bachelor,"$2,632.55","$95,854.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
577,Oregon,Bachelor,"$7,785.00","$44,897.00",$99.00,1/1/00,Personal Auto,Four-Door Car,$580.73
578,Washington,High School or Below,"$21,639.84","$64,455.00",$108.00,1/0/00,Personal Auto,SUV,$133.74
579,Oregon,Master,"$4,980.83","$53,265.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$238.01
580,Arizona,High School or Below,"$7,457.24",$0.00,$198.00,1/1/00,Personal Auto,Luxury Car,"$1,577.67"
581,Washington,Master,"$10,640.94","$50,450.00",$90.00,1/0/00,Personal Auto,Two-Door Car,$135.89
582,California,High School or Below,"$6,862.51","$54,780.00",$88.00,1/3/00,Personal Auto,Four-Door Car,$135.26
583,Nevada,High School or Below,"$9,048.98",$0.00,$119.00,1/0/00,Personal Auto,Sports Car,$571.20
584,California,Bachelor,"$5,548.03","$67,798.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
585,Oregon,Bachelor,"$8,312.68","$21,442.00",$118.00,1/0/00,Personal Auto,SUV,$566.40
586,California,Bachelor,"$2,389.98","$27,615.00",$62.00,1/1/00,Personal Auto,Four-Door Car,$297.60
587,California,Bachelor,"$4,458.11","$17,622.00",$65.00,1/1/00,Personal Auto,Four-Door Car,$312.00
588,Nevada,High School or Below,"$5,295.74","$50,200.00",$135.00,1/0/00,Personal Auto,Sports Car,$637.06
589,Arizona,Doctor,"$3,839.61",$0.00,$112.00,1/2/00,Personal Auto,SUV,$537.60
590,California,High School or Below,"$3,731.50",$0.00,$96.00,1/0/00,Personal Auto,Four-Door Car,$460.80
591,California,Master,"$2,778.90","$73,570.00",$70.00,1/1/00,Special Auto,Two-Door Car,$75.94
592,Oregon,High School or Below,"$4,016.54",$0.00,$111.00,1/0/00,Personal Auto,SUV,$799.20
593,Washington,Doctor,"$4,930.95","$70,412.00",$61.00,1/0/00,Corporate Auto,Two-Door Car,$136.29
594,Nevada,Doctor,"$2,491.32","$36,631.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$67.53
595,Oregon,College,"$2,908.88","$35,895.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$312.92
596,Arizona,College,"$4,282.95","$40,864.00",$109.00,1/1/00,Personal Auto,SUV,$166.94
597,Oregon,College,"$8,341.62",$0.00,$118.00,1/0/00,Personal Auto,Four-Door Car,$566.40
598,Arizona,Master,"$5,090.78","$93,018.00",$63.00,1/0/00,Personal Auto,Four-Door Car,$135.38
599,Oregon,Bachelor,"$7,366.19","$70,014.00",$62.00,1/0/00,Corporate Auto,Four-Door Car,$17.74
600,Oregon,College,"$2,436.88","$48,875.00",$61.00,1/0/00,Personal Auto,Two-Door Car,$1.84
601,California,Bachelor,"$8,852.69","$67,969.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$197.78
602,Oregon,High School or Below,"$23,875.48",$0.00,$108.00,1/0/00,Corporate Auto,SUV,$612.10
603,Oregon,Doctor,"$5,600.50","$68,665.00",$69.00,1/0/00,Personal Auto,Two-Door Car,$331.20
604,California,College,"$4,636.55","$26,802.00",$66.00,1/1/00,Corporate Auto,Two-Door Car,$316.80
605,Nevada,High School or Below,"$7,573.35",$0.00,$110.00,1/0/00,Corporate Auto,Four-Door Car,"$1,193.04"
606,California,College,"$14,696.64","$45,345.00",$125.00,1/0/00,Personal Auto,SUV,$600.00
607,Washington,Bachelor,"$8,972.14","$89,689.00",$74.00,1/0/00,Personal Auto,Four-Door Car,$136.83
608,California,Bachelor,"$7,724.84","$32,051.00",$193.00,1/1/00,Personal Auto,SUV,$926.40
609,Oregon,Master,"$5,946.67","$81,139.00",$74.00,1/0/00,Special Auto,Four-Door Car,$392.64
610,Oregon,Master,"$8,000.55","$63,834.00",$100.00,1/1/00,Personal Auto,Sports Car,$215.23
611,Arizona,Bachelor,"$6,457.56","$37,548.00",$81.00,1/0/00,Special Auto,Four-Door Car,$160.60
612,Arizona,High School or Below,"$7,281.44",$0.00,$69.00,1/3/00,Personal Auto,Four-Door Car,$371.80
613,California,High School or Below,"$2,592.44","$72,421.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$312.00
614,Nevada,Master,"$4,678.42","$83,102.00",$116.00,1/0/00,Corporate Auto,Four-Door Car,$443.67
615,Oregon,College,"$13,869.93","$28,432.00",$118.00,1/0/00,Personal Auto,SUV,$612.30
616,Nevada,Master,"$8,717.78","$83,707.00",$108.00,1/0/00,Corporate Auto,Four-Door Car,$290.39
617,California,College,"$5,233.99","$63,259.00",$65.00,1/0/00,Corporate Auto,Four-Door Car,$316.80
618,Nevada,High School or Below,"$4,764.19",$0.00,$67.00,1/0/00,Personal Auto,Four-Door Car,$405.53
619,Oregon,College,"$2,472.47","$63,860.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$208.60
620,Washington,Bachelor,"$2,813.69","$43,836.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$138.13
621,California,College,"$5,505.06","$86,132.00",$68.00,1/0/00,Personal Auto,Two-Door Car,$301.44
622,Oregon,Bachelor,"$2,606.21","$28,519.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$456.47
623,Arizona,High School or Below,"$10,481.94","$39,102.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$152.34
624,California,Bachelor,"$3,256.77",$0.00,$89.00,1/0/00,Personal Auto,Four-Door Car,$491.76
625,California,College,"$30,475.78","$97,298.00",$128.00,1/0/00,Personal Auto,Sports Car,$48.52
626,Nevada,High School or Below,"$6,364.90","$41,986.00",$84.00,1/2/00,Personal Auto,Two-Door Car,$430.38
627,Arizona,High School or Below,"$9,468.51",$0.00,$88.00,1/0/00,Personal Auto,Two-Door Car,$633.60
628,Oregon,College,"$5,631.45","$17,291.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
629,California,Bachelor,"$7,781.00",$0.00,$74.00,1/0/00,Personal Auto,Four-Door Car,$246.49
630,California,College,"$9,816.53","$37,256.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$128.97
631,Oregon,High School or Below,"$7,519.13","$96,306.00",$95.00,1/1/00,Corporate Auto,Four-Door Car,$185.36
632,California,Bachelor,"$10,179.72","$14,290.00",$271.00,1/0/00,Personal Auto,Luxury SUV,"$1,300.80"
633,California,College,"$2,772.84","$37,038.00",$71.00,1/1/00,Corporate Auto,Four-Door Car,$9.07
634,Oregon,College,"$4,037.50","$90,760.00",$103.00,1/2/00,Special Auto,SUV,$133.48
635,Washington,Master,"$4,191.97","$77,048.00",$103.00,1/0/00,Personal Auto,SUV,$141.20
636,Oregon,High School or Below,"$2,676.87","$54,480.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
637,California,College,"$2,523.96","$16,244.00",$68.00,1/0/00,Personal Auto,Two-Door Car,$623.22
638,California,College,"$6,988.40","$22,436.00",$89.00,1/0/00,Special Auto,Four-Door Car,$427.20
639,Washington,College,"$8,742.06","$71,592.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$141.73
640,Arizona,Master,"$2,673.32","$28,728.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
641,Arizona,High School or Below,"$12,157.33","$57,449.00",$103.00,1/0/00,Personal Auto,Four-Door Car,$494.40
642,California,Doctor,"$2,957.76","$83,318.00",$73.00,1/0/00,Personal Auto,Two-Door Car,$211.34
643,Washington,Bachelor,"$7,173.91","$75,217.00",$61.00,1/1/00,Personal Auto,Four-Door Car,$147.08
644,Nevada,Bachelor,"$3,099.54",$0.00,$102.00,1/5/00,Corporate Auto,SUV,$862.76
645,Oregon,Bachelor,"$8,415.68","$55,308.00",$107.00,1/0/00,Corporate Auto,SUV,$513.60
646,Oregon,College,"$26,843.12","$36,068.00",$97.00,1/0/00,Personal Auto,Two-Door Car,$113.37
647,Oregon,Bachelor,"$13,057.17","$48,804.00",$112.00,1/1/00,Corporate Auto,Four-Door Car,$537.60
648,Oregon,College,"$9,599.95",$0.00,$131.00,1/0/00,Personal Auto,SUV,$943.20
649,Oregon,Bachelor,"$8,535.11","$55,790.00",$111.00,1/0/00,Personal Auto,SUV,$117.67
650,Arizona,Bachelor,"$8,293.48","$70,258.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$225.15
651,Oregon,Bachelor,"$6,846.15",$0.00,$95.00,1/0/00,Personal Auto,Two-Door Car,$456.00
652,Oregon,Bachelor,"$6,636.86","$47,274.00",$83.00,1/1/00,Corporate Auto,Four-Door Car,$182.43
653,Washington,College,"$5,609.08","$44,705.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$148.17
654,Arizona,High School or Below,"$5,077.32",$0.00,$73.00,1/0/00,Personal Auto,Two-Door Car,$525.60
655,Washington,Master,"$5,275.63","$70,446.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$155.57
656,Washington,High School or Below,"$2,514.59","$43,860.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$156.12
657,Oregon,Bachelor,"$3,435.25","$64,348.00",$86.00,1/0/00,Personal Auto,Two-Door Car,$212.39
658,Oregon,Bachelor,"$6,624.61",$0.00,$62.00,1/0/00,Corporate Auto,Two-Door Car,$297.60
659,California,Master,"$5,757.44","$88,997.00",$72.00,1/0/00,Special Auto,Four-Door Car,$174.04
660,Washington,High School or Below,"$2,514.59","$43,860.00",$65.00,1/0/00,Corporate Auto,Four-Door Car,$156.12
661,California,High School or Below,"$2,886.45","$10,312.00",$78.00,1/0/00,Corporate Auto,Four-Door Car,$486.28
662,California,High School or Below,"$5,341.44",$0.00,$72.00,1/1/00,Personal Auto,Four-Door Car,$345.60
663,Arizona,High School or Below,"$4,160.02","$96,263.00",$103.00,1/0/00,Personal Auto,SUV,$1.92
664,California,College,"$2,846.25","$28,919.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$518.40
665,Oregon,College,"$4,770.26",$0.00,$68.00,1/1/00,Personal Auto,Two-Door Car,$326.40
666,Oregon,Bachelor,"$5,059.62","$41,869.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$262.12
667,Arizona,High School or Below,"$9,095.74",$0.00,$128.00,1/0/00,Personal Auto,SUV,$921.60
668,California,High School or Below,"$2,688.86","$32,808.00",$68.00,1/1/00,Personal Auto,Four-Door Car,$541.70
669,California,Bachelor,"$8,277.64","$79,780.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$326.40
670,Oregon,College,"$9,057.94","$91,025.00",$112.00,1/0/00,Personal Auto,SUV,$327.68
671,California,High School or Below,"$3,801.75","$33,043.00",$95.00,1/0/00,Personal Auto,Two-Door Car,$456.00
672,Arizona,High School or Below,"$9,339.34","$69,442.00",$118.00,1/3/00,Personal Auto,Four-Door Car,"$1,265.57"
673,Oregon,College,"$2,520.12",$0.00,$70.00,1/0/00,Corporate Auto,Four-Door Car,$63.04
674,Arizona,College,"$4,984.10",$0.00,$70.00,1/0/00,Corporate Auto,Four-Door Car,$336.00
675,Oregon,Bachelor,"$2,595.75","$47,234.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$15.63
676,Oregon,High School or Below,"$7,437.69","$86,863.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
677,Oregon,Bachelor,"$14,536.79","$25,805.00",$66.00,1/2/00,Personal Auto,Four-Door Car,$375.87
678,Nevada,Bachelor,"$5,913.31","$43,676.00",$76.00,1/0/00,Personal Auto,Four-Door Car,$364.80
679,Arizona,College,"$2,771.66","$59,855.00",$74.00,1/4/00,Personal Auto,Two-Door Car,$355.20
680,Arizona,Master,"$29,194.37","$35,296.00",$126.00,1/0/00,Personal Auto,SUV,$452.62
681,Oregon,Master,"$9,880.39","$36,576.00",$125.00,1/1/00,Personal Auto,SUV,$113.45
682,California,High School or Below,"$15,114.40","$28,513.00",$100.00,1/1/00,Corporate Auto,SUV,$480.00
683,Oregon,Bachelor,"$5,759.91","$85,448.00",$72.00,1/0/00,Special Auto,Four-Door Car,$16.03
684,Oregon,High School or Below,"$8,495.16","$23,791.00",$110.00,1/3/00,Personal Auto,Two-Door Car,$615.27
685,California,Bachelor,"$4,381.18","$20,597.00",$112.00,1/0/00,Personal Auto,Four-Door Car,$615.26
686,Arizona,College,"$6,997.83","$56,940.00",$87.00,1/0/00,Personal Auto,Four-Door Car,$512.66
687,Oregon,Bachelor,"$11,430.59","$93,210.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$74.52
688,Oregon,Bachelor,"$7,482.49","$48,992.00",$94.00,1/1/00,Personal Auto,Four-Door Car,$426.07
689,Arizona,Master,"$8,596.92","$53,736.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$169.29
690,Arizona,College,"$7,854.96","$25,378.00",$66.00,1/1/00,Personal Auto,Four-Door Car,$419.46
691,Oregon,Bachelor,"$2,582.41","$76,731.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$201.46
692,Washington,Master,"$9,075.77","$37,722.00",$116.00,1/0/00,Corporate Auto,Sports Car,$158.08
693,California,Bachelor,"$4,118.59","$69,379.00",$103.00,1/0/00,Personal Auto,Two-Door Car,$494.40
694,Oregon,High School or Below,"$12,157.33","$57,449.00",$103.00,1/0/00,Personal Auto,Four-Door Car,$494.40
695,Arizona,Bachelor,"$5,152.82",$0.00,$68.00,1/0/00,Corporate Auto,Four-Door Car,$326.40
696,Nevada,College,"$6,512.98",$0.00,$93.00,1/0/00,Personal Auto,Two-Door Car,$669.60
697,Arizona,Bachelor,"$27,789.69","$33,806.00",$89.00,1/0/00,Corporate Auto,Four-Door Car,$395.73
698,Washington,College,"$2,667.27","$94,041.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$159.76
699,Oregon,College,"$10,928.41","$74,965.00",$90.00,1/0/00,Personal Auto,Four-Door Car,$58.56
700,Arizona,High School or Below,"$7,615.38","$34,095.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$302.40
701,California,College,"$2,004.35",$0.00,$66.00,1/4/00,Personal Auto,Four-Door Car,$316.80
702,California,College,"$2,434.68","$96,045.00",$61.00,1/0/00,Corporate Auto,Four-Door Car,$8.58
703,Nevada,Bachelor,"$14,195.36","$86,355.00",$118.00,1/0/00,Personal Auto,Sports Car,$285.42
704,California,High School or Below,"$9,427.68","$27,824.00",$118.00,1/0/00,Personal Auto,SUV,$566.40
705,California,High School or Below,"$11,982.42","$42,995.00",$101.00,1/0/00,Personal Auto,SUV,$410.51
706,Oregon,High School or Below,"$3,102.79","$21,235.00",$79.00,1/0/00,Personal Auto,Two-Door Car,$244.23
707,California,High School or Below,"$4,222.63","$74,585.00",$106.00,1/0/00,Personal Auto,SUV,$218.60
708,Oregon,Bachelor,"$4,023.81","$41,833.00",$103.00,1/0/00,Personal Auto,Four-Door Car,$643.83
709,California,College,"$5,297.15","$23,908.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$336.00
710,Oregon,Bachelor,"$21,423.64",$0.00,$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
711,Arizona,Bachelor,"$4,416.21","$61,953.00",$113.00,1/0/00,Personal Auto,SUV,$497.05
712,California,Bachelor,"$4,639.04",$0.00,$142.00,1/0/00,Corporate Auto,SUV,"$1,022.40"
713,Nevada,Bachelor,"$4,863.54",$0.00,$137.00,1/0/00,Personal Auto,SUV,$657.60
714,Arizona,Bachelor,"$25,830.91","$73,760.00",$107.00,1/1/00,Personal Auto,Sports Car,$230.25
715,Oregon,College,"$2,974.31","$23,333.00",$74.00,1/0/00,Corporate Auto,Four-Door Car,$5.62
716,California,College,"$2,064.46",$0.00,$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
717,Arizona,High School or Below,"$10,064.61","$20,440.00",$128.00,1/2/00,Corporate Auto,Sports Car,$614.40
718,Washington,Master,"$8,032.40","$27,658.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$160.08
719,California,College,"$5,489.21","$50,943.00",$139.00,1/0/00,Special Auto,SUV,$667.20
720,California,Bachelor,"$2,612.76","$19,003.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$34.65
721,California,College,"$8,573.46","$46,703.00",$108.00,1/0/00,Personal Auto,Four-Door Car,$678.10
722,California,Bachelor,"$24,127.50","$14,072.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$511.20
723,Oregon,College,"$8,550.39","$21,733.00",$73.00,1/0/00,Corporate Auto,Four-Door Car,$525.60
724,Arizona,Bachelor,"$2,308.65","$20,811.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
725,Arizona,High School or Below,"$4,254.62","$11,904.00",$61.00,1/2/00,Personal Auto,Two-Door Car,$292.80
726,Oregon,College,"$8,982.85","$43,490.00",$114.00,1/4/00,Corporate Auto,SUV,$174.59
727,California,High School or Below,"$7,868.17","$57,340.00",$67.00,1/0/00,Corporate Auto,Four-Door Car,$159.39
728,California,College,"$7,704.25","$49,088.00",$97.00,1/0/00,Corporate Auto,Four-Door Car,$698.40
729,Nevada,Master,"$10,552.17","$47,761.00",$131.00,1/0/00,Personal Auto,SUV,$232.71
730,Washington,College,"$16,045.11",$0.00,$65.00,1/0/00,Personal Auto,Two-Door Car,$163.05
731,Arizona,Bachelor,"$8,737.84","$61,281.00",$110.00,1/0/00,Personal Auto,SUV,$79.87
732,Nevada,Bachelor,"$5,454.89",$0.00,$82.00,1/1/00,Corporate Auto,Two-Door Car,$393.60
733,Arizona,Bachelor,"$7,705.28","$25,290.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$382.09
734,Arizona,High School or Below,"$7,039.26","$24,239.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$48.35
735,California,Bachelor,"$8,838.09","$82,664.00",$114.00,1/3/00,Personal Auto,SUV,$133.43
736,Arizona,Bachelor,"$8,733.53","$83,210.00",$110.00,1/0/00,Personal Auto,Sports Car,$528.00
737,Oregon,Bachelor,"$9,597.47","$38,736.00",$81.00,1/0/00,Personal Auto,Two-Door Car,$561.41
738,California,College,"$4,506.66",$0.00,$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
739,Oregon,College,"$17,857.97","$55,437.00",$64.00,1/1/00,Personal Auto,Four-Door Car,$445.29
740,Washington,Bachelor,"$2,497.81","$68,041.00","$6,464.00",1/0/00,Personal Auto,Two-Door Car,$165.57
741,Oregon,Master,"$5,426.14",$0.00,$71.00,1/0/00,Corporate Auto,Four-Door Car,$408.00
742,California,High School or Below,"$7,998.14","$29,066.00",$100.00,1/0/00,Personal Auto,SUV,$844.23
743,Nevada,Bachelor,"$2,897.62","$54,337.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
744,Oregon,High School or Below,"$11,599.50","$67,616.00",$96.00,1/0/00,Personal Auto,Four-Door Car,$340.31
745,California,Bachelor,"$15,147.93","$41,082.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$106.65
746,Washington,High School or Below,"$5,435.77",$0.00,"$10,202.00",1/0/00,Personal Auto,Four-Door Car,$626.12
747,Nevada,Master,"$2,725.36","$36,650.00",$69.00,1/1/00,Personal Auto,Four-Door Car,$56.60
748,Oregon,College,"$13,297.71","$50,631.00",$112.00,1/4/00,Special Auto,SUV,$784.66
749,California,College,"$9,927.05","$19,592.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
750,Washington,High School or Below,"$17,771.55",$0.00,$114.00,1/0/00,Personal Auto,Two-Door Car,$547.20
751,Arizona,College,"$18,269.27","$55,761.00",$115.00,1/0/00,Personal Auto,Sports Car,$86.28
